2019.1.00195.L,812338,244.991375,-49.9747138888889,16h19m57.93s,-49d58m29.0s,0,0,-89.25,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,813396,245.255,-49.9240416666667,16h21m01.20s,-49d55m26.6s,0,0,-89.25,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,813737,245.298041666667,-49.8712972222222,16h21m11.53s,-49d52m16.7s,0,0,-89.25,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,818184,246.46,-49.1440277777778,16h25m50.40s,-49d08m38.5s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,818870,246.637208333333,-49.000975,16h26m32.93s,-49d00m03.5s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,818893,247.671416666667,-49.6370611111111,16h30m41.14s,-49d38m13.4s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,824909,248.258333333333,-48.1428333333333,16h33m02.00s,-48d08m34.2s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,826894,248.521416666667,-47.872125,16h34m05.14s,-47d52m19.7s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,826927,248.554916666667,-47.8846666666667,16h34m13.18s,-47d53m04.8s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,829066,248.809833333333,-47.5744166666667,16h35m14.36s,-47d34m27.9s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,829764,249.002625,-47.5150666666667,16h36m00.63s,-47d30m54.2s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,832138,249.416083333333,-47.1839,16h37m39.86s,-47d11m02.0s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,832316,249.146416666667,-46.9819444444444,16h36m35.14s,-46d58m55.0s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,832462,249.233916666667,-47.0005444444444,16h36m56.14s,-47d00m02.0s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,832620,249.633708333333,-47.2114916666667,16h38m32.09s,-47d12m41.4s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,833276,249.024166666667,-46.6722388888889,16h36m05.80s,-46d40m20.1s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,833955,250.673208333333,-47.5091222222222,16h42m41.57s,-47d30m32.8s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,835403,250.026458333333,-46.7782722222222,16h40m06.35s,-46d46m41.8s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,836078,250.551541666667,-46.9124444444445,16h42m12.37s,-46d54m44.8s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,836407,250.202708333333,-46.6126944444445,16h40m48.65s,-46d36m45.7s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,837491,250.315958333333,-46.4123416666667,16h41m15.83s,-46d24m44.4s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,837948,250.404125,-46.3439138888889,16h41m36.99s,-46d20m38.1s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,838005,250.557583333333,-46.4242361111111,16h42m13.82s,-46d25m27.2s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,839208,251.018583333333,-46.3473194444444,16h44m04.46s,-46d20m50.3s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,840350,251.0605,-46.0862888888889,16h44m14.52s,-46d05m10.6s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,840609,250.750458333333,-45.8286444444444,16h43m00.11s,-45d49m43.1s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,840675,251.219833333333,-46.0939805555555,16h44m52.76s,-46d05m38.3s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,841169,250.737916666667,-45.6663472222222,16h42m57.10s,-45d39m58.8s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,842248,251.15975,-45.5967972222222,16h44m38.34s,-45d35m48.5s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,842359,251.171333333333,-45.5772027777778,16h44m41.12s,-45d34m37.9s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,842580,251.186791666667,-45.5227388888889,16h44m44.83s,-45d31m21.9s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,842823,251.274708333333,-45.5032916666667,16h45m05.93s,-45d30m11.9s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,844742,252.283083333333,-45.6321027777778,16h49m07.94s,-45d37m55.6s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,848271,252.0815,-44.6432388888889,16h48m19.56s,-44d38m35.7s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,851446,252.886166666667,-44.2077527777778,16h51m32.68s,-44d12m27.9s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,852473,252.940958333333,-43.8697888888889,16h51m45.83s,-43d52m11.2s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,854306,253.1635,-43.3865305555556,16h52m39.24s,-43d23m11.5s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,855739,254.237208333333,-43.6173194444445,16h56m56.93s,-43d37m02.3s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,856381,253.802916666667,-43.1887638888889,16h55m12.70s,-43d11m19.6s,0,0,-101.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,859783,254.692416666667,-42.4502444444444,16h58m46.18s,-42d27m00.9s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,860231,255.02125,-42.4911055555556,17h00m05.10s,-42d29m28.0s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,863312,255.53725,-41.7790861111111,17h02m08.94s,-41d46m44.7s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,864968,255.483333333333,-41.1566333333333,17h01m56.00s,-41d09m23.9s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,865840,256.040958333333,-41.2320055555556,17h04m09.83s,-41d13m55.2s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,868710,256.812,-40.98705,17h07m14.88s,-40d59m13.4s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,869399,256.746916666667,-40.7340361111111,17h06m59.26s,-40d44m02.5s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,869548,256.714,-40.6641138888889,17h06m51.36s,-40d39m50.8s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,871581,257.023416666667,-40.2065027777778,17h08m05.62s,-40d12m23.4s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,872668,257.326125,-40.0213472222222,17h09m18.27s,-40d01m16.8s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,876093,257.860375,-39.15315,17h11m26.49s,-39d09m11.3s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,876288,257.962583333333,-39.1576361111111,17h11m51.02s,-39d09m27.5s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,876416,258.06075,-39.1781305555555,17h12m14.58s,-39d10m41.3s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,876418,257.904708333333,-39.0852972222222,17h11m37.13s,-39d05m07.1s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,877212,258.6305,-39.23255,17h14m31.32s,-39d13m57.2s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,877566,258.826625,-39.2227916666667,17h15m18.39s,-39d13m22.1s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,877689,258.201958333333,-38.8297361111111,17h12m48.47s,-38d49m47.0s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,880472,258.689208333333,-38.3786055555556,17h14m45.41s,-38d22m43.0s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,882131,258.791583333333,-38.1403583333333,17h15m09.98s,-38d08m25.3s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,886687,259.705375,-37.3555527777778,17h18m49.29s,-37d21m20.0s,0,0,-89.4,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G030.1981-00.1691,281.76275,-2.51002777777778,18h47m03.06s,-2d30m36.1s,0,0,96.9,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G030.8715-00.1018,282.0105,-1.88252777777778,18h48m02.52s,-1d52m57.1s,0,0,96.9,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G031.2803+00.0615A,282.051583333333,-1.44175,18h48m12.38s,-1d26m30.3s,0,0,96.9,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G217.0441-00.0584,104.684791666667,-3.68608333333333,6h58m44.35s,-3d41m09.9s,0,0,50.3,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G242.9402-00.4501,117.180208333333,-26.6585833333333,7h48m43.25s,-26d39m30.9s,0,0,75.1,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G259.0453-01.5559,126.57175,-40.81125,8h26m17.22s,-40d48m40.5s,0,0,58,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
2019.1.00195.L,G270.8247-01.1112,137.628708333333,-49.6916111111111,9h10m30.89s,-49d41m29.8s,0,0,37.6,lsrk,RADIO,,0,0,0,0,,ALMA_RB_06,0.15,30,1,0,0,DOUBLE,217.863963803215,3750,0.1,0,,,,,218.3,220.6,217.925,220,,,,,,,,,,,,,500,500,1875,1875,,,,,,,,,,,,,0.244140625,0.244140625,0.9765625,0.9765625,,,,,,,,,,,,
